06,10,13,15,32,33,15
01,07,17,23,25,31,11
04,14,16,23,28,29,03
05,15,19,25,26,29,15
06,08,15,19,20,31,05
01,07,08,10,12,24,01
03,06,18,19,21,31,01
03,15,17,23,27,30,11
02,10,11,17,18,29,16
03,09,13,22,23,25,06
08,13,17,18,20,27,13
04,06,15,28,32,33,14
05,08,10,11,27,28,11
11,14,16,18,24,33,04
01,15,20,22,25,28,14
11,18,20,23,31,32,15
01,10,25,27,30,32,09
03,05,11,15,20,23,09
10,12,15,25,26,27,14
01,03,06,10,11,29,16
